id,modulo,pergunta,opcoes,correta,comentario
T565,Módulo VI – Planejamento II,"Um feixe de elétrons de 12 MeV percorre 3 cm de tecido mole e depois 3 cm de osso com um coeficiente de espessura equivalente (CET) de 1,5. O alcance geométrico desse feixe de elétrons é _____ cm.","3|3,5|4|4.5|5",3,"Comentários: O método CET (coeficiente de espessura equivalente) pode ser usado para corrigir a mudança da dose de profundidade além de uma grande e uniforme heterogeneidade. A atenuação por uma dada espessura z da heterogeneidade equivale à atenuação (z x CET) da água. A faixa de 12 elétrons MeV é de 6 cm de água. A faixa geométrica de 12 raios eletrônicos MeV neste caso é de 3 cm (em tecido mole) + (3 / 1,5) cm (no osso) = 5 cm."
T567,Módulo VI – Planejamento II,Uma lesão deve ser tratada com um feixe de elétrons. Para qual faixa de energia é MENOS necessário usar bolus para aumentar a dose na pele?,6 MeV ou inferior|6 a 9 MeV|9 a 12 MeV|12 a 15 MeV|15 a 20 MeV,6 MeV ou inferior,"Comentários: À medida que a energia dos elétrons aumenta, a dose da pele também aumenta. A dose superficial para estes elétrons de maior energia é apenas alguns por cento menor do que a dose dmax."
T568,Módulo VI – Planejamento II,A quantidade mínima de chumbo necessária para blindar internamente o tecido normal distal de uma lesão de mucosa bucal de 4 cm de espessura quando um feixe de elétrons de 12 MeV é usado é _____.,2 mm|4 mm|6 mm|8 mm|10 mm,2 mm,"Comentários: A energia eletrônica   média diminui linearmente com profundidade, de tal forma que após 4 cm a energia média do feixe de   elétrons restante é   dada por: E = E0 (l- z/Rd) ou E = 12 MeV (l - 4 cm / 6 cm) = 4 MeV. Como regra geral, a quantidade mínima de chumbo necessária é dada em milímetros como E (MeV)/2. Após passar por uma lesão de 4 cm, a energia média do feixe será de 4 MeV, o que implica que é necessário um mínimo de 2 mm de chumbo."
T569,Módulo VI – Planejamento II,Qual das alternativas a seguir é FALSA em relação ao uso de imagens PET para o planejamento do tratamento?,"As imagens PET podem permitir a diferenciação entre lesões benignas e malignas.|A varredura PET pode ser usada para acompanhar as alterações nos tumores que ocorrem ao longo do tempo com a terapia.|PET fornece informações fisiológicas do tumor com alta resolução espacial.|Em um scanner PET/CT combinado, apenas a mesa é movida entre as modalidades, minimizando os erros de posicionamento nos conjuntos de dados escaneados de ambas as unidades.|Em um scanner combinado de PET/CT, a precisão geométrica das imagens de CT complementa as habilidades de imagem fisiológica do PET.",As imagens PET podem permitir a diferenciação entre lesões benignas e malignas.,"Comentários: A resolução espacial do PET é limitada a 3 a 4 mm. Uma série de fatores contribuem para a resolução espacial de um scanner PET, incluindo o tamanho físico do elemento detector, alcance de pósitrons, penetração no anel do detector, a não-colinearidade que surge do desvio dos dois fótons de aniquilação da posição exata de 180° e erros de decodificação nos módulos do detector."
T570,Módulo VI – Planejamento II,Qual das opções a seguir lista corretamente os tecidos em ordem crescente de brilho em uma imagem de ressonância magnética ponderada em T2?,"gordura, osso, substância cinzenta, substância branca, LCR|LCR, substância cinzenta, gordura, substância branca, osso|substância cinzenta, gordura, substância branca, LCR, osso|osso, gordura, substância branca, substância cinzenta, LCR|LCR, substância cinzenta, substância branca, gordura, osso","gordura, osso, substância cinzenta, substância branca, LCR","Comentários: T2 relaxamento é uma medida de quanto tempo leva para os prótons giratórios excitados ficarem fora de fase. Em uma imagem ponderada T2, o CSF aparece como branco brilhante e osso aparece como preto."
T571,Módulo VI – Planejamento II,"Comparado ao registro de imagem deformável, registro rígido _____.",É mais computacionalmente exigente|Permite uma avaliação mais direta da qualidade de registro|É menos confiável para registro de imagem intermodal|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,É mais computacionalmente exigente,"Comentários: Uma vez que um registro rígido inclui apenas translações e rotações, avaliar a qualidade do registro é relativamente simples, e muitas vezes envolve o uso de ferramentas como óculos de espião ou sobreposição das imagens. O registro de imagem deformável inclui a deformação de uma imagem para outra, e é difícil avaliar se a deformação é feita corretamente.  O registro rígido é menos exigente computacionalmente e é uma melhor opção para a intermodalidade, por exemplo, CT para MR, registro de imagem."
T572,Módulo VI – Planejamento II,Qual das seguintes opções é VERDADEIRA sobre as diferenças entre RM e TC para o planejamento da radioterapia de próstata?,"A próstata pode ser delineada com mais precisão na TC.|Artefatos de movimento são mais prováveis ​​na TC.|Alterações anatômicas internas, como enchimento da bexiga ou alterações retais, são mais prováveis ​​de serem observadas ao longo de uma tomografia computadorizada de simulação.|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.",A próstata pode ser delineada com mais precisão na TC.,"Comentários: No MR é mais difícil ver a diferença entre a próstata e os tecidos moles circundantes, de modo que geralmente um delineamento da glândula na MR seria mais precisa do que o da TC. Nos tomógrafos modernos, uma tomografia simulada cobrindo a pelve pode ser adquirida em menos de um minuto, muito curta para observar o enchimento da bexiga ou alterações retais, e   artefatos de movimento mínimo são esperados. No entanto, o tempo de ressonância magnética geralmente é significativamente maior, especialmente se várias sequências forem adquiridas. Portanto, artefatos de movimento e alterações observadas na bexiga, reto ou forma ou tamanho intestinal são mais propensos a ocorrer ao longo de múltiplas aquisições de sequência de ressonância magnética do que durante uma única tomografia de simulação."
T573,Módulo VI – Planejamento II,"Quando o modo de aquisição CBCT é alternado de full fan para half fan, _____ deve acontecer.",uma diminuição em kV|uma diminuição em mAs|uma mudança no filtro de gravata borboleta completa para meia gravata borboleta|uma mudança na rotação do pórtico de 360 ​​graus para 180 graus|Todas as afirmativas acima são verdadeiras.,uma diminuição em kV,"Comentários: A geometria CBCT é  usada quando um pequeno campo de visão (FOV) deve ser capturado.  Como todo o volume a ser imageado está no feixe, 180 graus é uma faixa suficiente de ângulos para capturar a imagem. É usado um filtro de gravata borboleta completa. Para uma geometria CBCT de meio ventilador, que captura um ESPUMA maior para um determinado ângulo de pórtico, apenas metade do volume de interesse está no feixe, então 360 graus são necessários. É usado um filtro de meia gravata borboleta."
T574,Módulo VI – Planejamento II,"Em comparação com as tomografias helicoidais, qual das seguintes opções sobre CBCT é FALSA? Imagens de CBCT _____.",tem mais artefatos de espalhamento|tem artefatos de ventosa maiores|ter um campo de visão limitado na direção superior/inferior|resultar em densidades eletrônicas menos precisas|não pode ser fundido com outras modalidades de imagem,tem mais artefatos de espalhamento,"Comentários: Com CBCT todo o volume é irradiado simultaneamente, exacerbando artefatos de imagem. Ao contrário da tomografia helicoidal, onde o sofá pode ser conduzido continuamento através do Bore, resultando em grandes comprimentos de varredura, CBCT é limitado ao comprimento do detector na direção superior/inferior do paciente. As imagens CBCT podem ser fundidas e registradas em outras modalidades de imagem, semelhantes à tomografia computadorizada."
T575,Módulo VI – Planejamento II,"Ao adquirir imagens em um linac, a imagem planar fornece _____ dose do que a imagem volumétrica, enquanto a imagem kV fornece _____ dose do que a imagem MV para técnicas de varredura semelhantes. R. mais; mais",mais; menos|menos; mais|menos; menos|semelhante; semelhante,mais; menos,Comentários: A imagem planar dá menos dose do que a imagem volumosa porque esta última é uma reconstrução baseada em dados adquiridos em várias imagens planares.
T576,Módulo VI – Planejamento II,A dose típica de um kV-CBCT da pelve é da ordem de _____.,"0,02 cGy|0,2 cGy|2 cGy|20 cGy|200 cGy","0,02 cGy","Comentários: De acordo com o recente TG-180 AAPM relatórios Doses de Orientação de Imagem Entregues durante a Radioterapia.  Quantificação, Gestão e Redução, os atuais escaneamentos CBCT ainda fornecem mais dose ao paciente do que um par de filmes ortogonais kV, e a dose do CBCT está na ordem de vários cGy."
T577,Módulo VI – Planejamento II,Qual das seguintes afirmações sobre imagens de ultrassom é VERDADEIRA?,"As imagens de ultrassom exibem as propriedades de atenuação do sinal de ultrassom dos tecidos.|O osso tem um coeficiente de atenuação de ultra-som mais baixo do que o músculo.|O ultrassom é uma radiação ionizante, pois possui alta frequência.|Em imagens médicas, a direção de propagação da onda de ultrassom é paralela ao deslocamento da partícula nos tecidos.|A velocidade do som é independente do material que está sendo atravessado.",As imagens de ultrassom exibem as propriedades de atenuação do sinal de ultrassom dos tecidos.,"Comentários: Ultrasound é uma onda mecânica que não produz radiação ionizante. As partículas no meio são deslocadas de forma sinusoidal, mas não se propagam com a energia das ondas. As imagens do ultrassom mostram as propriedades de reflexo do ultrassom dos tecidos. A velocidade do som depende do material percorrido, e o osso tem um coeficiente de atenuação maior do que o músculo."
T578,Módulo VI – Planejamento II,"Na radiografia digital, o tamanho do pixel está relacionado à resolução _____ e a profundidade de bits do pixel está relacionada à resolução _____.",temporal; espacial|espacial; temporal|espacial; contraste|contraste; espacial|contraste; temporal,temporal; espacial,"Comentários: A resolução espacial está relacionada à capacidade de distinguir entre dois objetos discretos que estão próximos um do outro no espaço. Na radiografia digital, a resolução espacial é afetada pelo tamanho do pixel e espaçamento. A resolução de contraste está relacionada à capacidade de distinguir entre dois níveis diferentes de intensidade de imagem. Um pixel com um pouco mais de profundidade pode conter mais informações, portanto, melhorará a resolução de contraste. A resolução temporal é a capacidade de resolver objetos em movimento rápido no tempo, e depende da rapidez com que os valores dos pixels podem ser lidos, para que eles possam adquirir e gravar a próxima imagem."
T579,Módulo VI – Planejamento II,O volume irradiado definido na ICRU 83 é o volume do tecido que recebe _____.,pelo menos uma dose selecionada e especificada pelo radio-oncologista como sendo apropriada para atingir o objetivo do tratamento|uma dose que é considerada significativa em relação à tolerância normal do tecido|uma dose que seja pelo menos 20% da dose prescrita|uma dose que seja pelo menos 10% da dose prescrita|uma dose que seja pelo menos 5% da dose prescrita,pelo menos uma dose selecionada e especificada pelo radio-oncologista como sendo apropriada para atingir o objetivo do tratamento,Comentários: O volume irradiado é maior do que o volume tratado e depende da técnica de tratamento utilizada.
T580,Módulo VI – Planejamento II,"A margem do volume alvo de planejamento (PTV) pode ser reduzida por todas as técnicas a seguir, exceto _____.",Imagem ortogonal 2D kV|kV CBCT|CBCT MV|IMRT|sistemas de rastreamento de tumores em tempo real,Imagem ortogonal 2D kV,"Comentários: O PTV inclui margem interna (IM) e margem de configuração do paciente (SM) para compensar os movimentos fisiológicos internos e a variação de tamanho e forma, bem como as incertezas de configuração do paciente. Todas as técnicas de IGRT podem ser usadas para redução da margem PTV. O uso da IMRT por si só não justifica uma redução da margem PTV. O IMRT tem mais impacto no gradiente da dose, o que pode resultar em menos dose para um OAR próximo."
T581,Módulo VI – Planejamento II,"Em um histograma de dose-volume, o valor de PTV D100% representa a dose _____ recebida por 100% do PTV.",mínima|média|mediana|máximo|exato,mínima,
T582,Módulo VI – Planejamento II,"Qual das seguintes afirmações sobre simulações de radioterapia somente com RM (ou seja, nenhuma tomografia computadorizada) é FALSA?",Podemos estimar a atenuação dos feixes de tratamento criando uma TC sintética a partir da RM.|A ressonância magnética pode conter distorções geométricas maiores do que uma tomografia computadorizada.|Nem todos os pacientes de radioterapia poderão se submeter a uma ressonância magnética. D. Várias sequências de ressonância magnética podem ter que ser usadas para obter imagens de diferentes aspectos do alvo.|A simulação de RM é mais rápida do que uma simulação regular baseada em TC.,Podemos estimar a atenuação dos feixes de tratamento criando uma TC sintética a partir da RM.,"Comentários: As ressonâncias magnéticas levam mais tempo, especialmente se várias sequências diferentes forem necessárias."
T583,Módulo VI – Planejamento II,"Atualmente, uma clínica usa imagens 2D-KV ortogonais para localizar a anatomia óssea para tratamentos de próstata. As margens de PTV podem potencialmente ser ainda mais reduzidas em _____.",usando TC de feixe cônico diária|geração de imagens semanalmente em vez de diariamente|reduzindo a resolução espacial da tomografia computadorizada de simulação|usando terapia de arco modulado volumétrico em vez de Radioterapia de intensidade modulada estática|Nenhuma das opções acima é verdadeira.,usando TC de feixe cônico diária,"Comentários: O Cone Beam diário pode fornecer localização 3D ao tecido mole, o que é mais preciso para um alvo de tecido mole, como a próstata do que o alinhamento de radiografias ortogonais perpendiculares à anatomia óssea."
T584,Módulo VI – Planejamento II,O objetivo principal do uso de apneia de inspiração profunda (DIBH) para campos tangentes à mama é diminuir _____.,dose cardíaca em câncer de mama do lado esquerdo|dose cardíaca em câncer de mama do lado direito|dose pulmonar em câncer de mama do lado esquerdo|dose pulmonar em câncer de mama do lado direito|homogeneidade da dose alvo,dose cardíaca em câncer de mama do lado esquerdo,"Comentários: DIBH afasta o coração dos campos tangentes inflando os pulmões. Isso diminui a dose cardíaca. Pode diminuir a dose pulmonar também, mas este não é o objetivo principal de usar a técnica. O DIBH é principalmente eficaz para tratamentos do lado esquerdo. DIBH não tem efeito na homogeneidade do alvo."
T585,Módulo VI – Planejamento II,_____ é uma aplicação clínica apropriada de monitoramento de movimento usando sistemas ópticos de imagem de superfície.,Irradiação de extremidades|Radiocirurgia baseada em linac sem frame|Suspensão da respiração por inspiração profunda para irradiação da mama esquerda|Todos os itens acima são aplicações clínicas apropriadas.|Nenhuma das opções acima é apropriada para aplicações clínicas.,Irradiação de extremidades,"Comentários: O monitoramento óptico da superfície é um método apropriado para monitorar o movimento para locais de tratamento que são superficiais, como extremidade ou mama, ou locais que têm uma conexão muito rígida entre a superfície e a anatomia interna, como o rosto e a cabeça com uma lesão intracraniana."
T586,Módulo VI – Planejamento II,A exatidão de um sistema de rastreamento de beacon eletromagnético pode ser afetada por _____.,espessura do paciente|a presença de implantes metálicos|um número insuficiente de sinalizadores|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,espessura do paciente,"Comentários: Os sistemas de rastreamento de farol eletromagnético têm um alcance limitado, por isso a espessura do paciente entre os faróis e o transponder evitará um rastreamento preciso, assim como a presença de implantes metálicos. Um número insuficiente de sinalizadores, ou o número correto com espaçamento inadequado, não permitirá que a matriz do detector triangular no alvo."
T587,Módulo VI – Planejamento II,Uma limitação da imagem kV ortogonal montada em linac é _____.,contraste pobre da anatomia óssea|uma capacidade reduzida de obter imagens ortogonais quando a mesa é girada|uma redução na velocidade do gantry|a incapacidade de produzir imagens ântero-posteriores e laterais padrão|a incapacidade de adquirir imagens de TC de feixe cônico,contraste pobre da anatomia óssea,"Comentários: Quando o couch é girado para um ângulo de 10 graus ou mais e os braços de imagem são estendidos, o Ganty não pode ser movido para adquirir imagens ortogonais sem colidir com o paciente ou a mesa."
T588,Módulo VI – Planejamento II,Planejamento de tratamento baseado em conhecimento _____.,"pode reduzir efetivamente o tempo de planejamento do tratamento para zero e, portanto, evita a necessidade de um dosimetrista|usa as diretrizes da National Comprehensive Cancer Network (NCCN) para selecionar automaticamente as margens CTV e PTV|utiliza planos previamente tratados para gerar um modelo que pode prever os resultados do planejamento de tratamento e orientar a otimização|incorpora dados de imagem durante o tratamento para considerar as alterações anatômicas e revisa automaticamente o plano|projeta planos de tratamento robustos a mudanças anatômicas internas","pode reduzir efetivamente o tempo de planejamento do tratamento para zero e, portanto, evita a necessidade de um dosimetrista","Comentários: O planejamento do tratamento baseado no conhecimento requer uma biblioteca de planos passados para prever o histograma de volume de dose (DVH) para o paciente atual.  ""Algumas implementações alimentam essa previsão de DVH em um mecanismo de otimização para tentar criar um plano desovelável que resulte nesse DVH."
T590,Módulo VI – Planejamento II,A espessura mínima do chumbo para bloquear um feixe de elétrons de 6 MeV é _____.,1 mm|3 mm|5 mm|7 milímetros.|10 milímetros,1 mm,Comentários: A faixa prática de elétrons na água (em cm) é aproximadamente metade de sua energia (em MeV).  A espessura do chumbo necessária é aproximadamente 10 vezes menor que a água.
T591,Módulo VI – Planejamento II,"Um campo de elétrons de 9 MeV tem um recorte de 7 × 8 cm2 em um cone de 10 × 10 cm2. Se o tamanho do recorte for alterado para 5 × 6 cm2, o número necessário de unidades monitoras (MU) é _____.",aumentou 10%|aumentou 5%|será o mesmo|diminuiu 5%|diminuiu 10%,aumentou 10%,"Comentários: A profundidade do lado distal da linha de isodose de 90% pode ser aproximada como E/3.2 da energia de elétrons. Assim, um feixe de 9 MeV tratará aproximadamente 2,8 cm. O uso de uma energia mais alta irá expor desnecessariamente mais tecido."
T593,Módulo VI – Planejamento II,O registro de imagem deformável é o menos confiável ao registrar qual par de imagens?,um CT antigo para um novo CT para fins de soma de dose|a porção CT de um PET/CT para um CT de simulação e aplicando a transformação ao PET|uma TC de contraste de diagnóstico para uma TC de simulação|uma ressonância magnética ponderada em T1 para uma TC de simulação|um TC de simulação para um TC de feixe cônico,um CT antigo para um novo CT para fins de soma de dose,"Comentários: Comparado à realização de um registro de imagem deformável entre conjuntos de imagens da mesma modalidade, o registro de imagem deformável entre modalidades, como CT para MR, é menos confiável."
T594,Módulo VI – Planejamento II,A simulação de TC 4D é mais útil para o planejamento do tratamento de tumores localizados perto do _____. Um cérebro,pescoço|diafragma|pélvis|extremidades,diafragma,"Comentários: 4DCT permite determinar o movimento do tumor. Tumores próximos ao diafragma (pulmão, fígado, etc.) são os mais afetados pelo movimento respiratório."
T595,Módulo VI – Planejamento II,O tempo de tratamento para administrar 100 Gy usando uma técnica SRS com múltiplas (~200) fontes de Co-60 é de 25 minutos. Quantos minutos seriam necessários para fornecer uma dose prescrita de 60 Gy com o mesmo plano e exatamente as mesmas fontes de Co-60 cinco anos depois?,20|25|30|50|60,20,"Comentários: A meia-vida do Co-60 é de 5,26 anos, portanto, assumindo a mesma fonte exata e o mesmo plano, os tempos de tratamento   terão aproximadamente dobrado cinco anos depois.   Um tratamento de 100  Gy levaria 50 minutos. Para entregar 60 Gy, o novo tempo de tratamento será (60/100) X 50 minutos = 30 minutos."
T596,Módulo VI – Planejamento II,Qual dos seguintes fatores afeta a queda de dose fora do PTV em um plano SRS/SBRT?,energia do feixe|colimação do feixe|linha de isodose prescrita|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,energia do feixe,"Comentários: A energia do feixe e o sistema de colimação afetarão diretamente a penumbra do feixe e a queda da dose.  A consequência da prescrição para uma linha de isodose baixa (50% a 80%) resultará em um ponto quente alto, mas minimizará a queda da dose fora do PTV."
T597,Módulo VI – Planejamento II,"De acordo com as Diretrizes Práticas da AAPM para SRS/SBRT (MPPG 9a), a avaliação dosimétrica de ponta a ponta usando o frame SRS ou sistema IGRT deve ser realizada no comissionamento inicial e _____.",em nenhum outro momento|diariamente|semanalmente|anualmente|semestralmente,em nenhum outro momento,"Comentários: A Diretriz de Prática AAPM para SRS/SBRT descreve o nível mínimo de suporte à física médica necessário para o SRS e o SBRT. A tabela 1 na diretriz resume o QA do equipamento e as tolerâncias associadas.  Os testes de ponta a ponta, tanto para avaliação de localização quanto para avaliação dosimétrica, são listados como um teste anual."
T598,Módulo VI – Planejamento II,"De acordo com as Diretrizes Práticas da AAPM para SRS/SBRT (MPPG 9a), a tolerância do teste mensal de isocentricidade de radiação deve estar dentro de _____ mm para SRS e _____ mm para SBRT.","0,5; 0,5|1,0; 2,0|1,5; 1,5|0,5; 1,0|1,0; 1,5","0,5; 0,5","Comentários: O teste mensal de isocentricidade de radiação deve cobrir a gama de posições de Gantry, colisão e couch utilizadas clinicamente."
T599,Módulo VI – Planejamento II,"Qual das alternativas a seguir é uma consideração exclusiva ao planejar com um isocentro único, em vez de múltiplo, para o tratamento de múltiplas metástases cranianas?",derramamento de dose entre alvos|conformidade de dose|técnica de orientação por imagem|distância de cada alvo até o crânio|distância de cada alvo ao isocentro,derramamento de dose entre alvos,"Comentários: Ao usar isocentros separados para cada alvo, cada isocentro geralmente é colocado dentro do centroide do alvo.  No entanto, ao usar um único isocentro para múltiplas metástases, o isocentro geralmente está em algum ponto entre os alvos. Quanto mais distante um alvo específico for do isocentro, maior será o efeito do erro de configuração rotacional."
T600,Módulo VI – Planejamento II,"Para o mesmo nível de dose, qual dos seguintes tipos de radiação provavelmente causaria o maior dano ao tecido humano?","nêutrons de 10 keV|nêutrons de 2 MeV|elétrons de 12 MeV|Raios gama de 1,33 MeV|Prótons de 70 MeV",nêutrons de 10 keV,"Comentários: A eficácia biológica relativa (RBE) por tecido de massa unitária pode ser usada para comparar a quantidade de dano causado por cada interação com as várias massas de tecido humano.  Os valores RBE baseiam-se nas recomendações do ICRP 60 de 1990 da Comissão Internacional de Proteção Radiológica.  Os nêutrons têm uma faixa de RBE de 5 a 20, dependendo da energia, com os neutrons mais prejudiciais na faixa de 100 keV a 2 MeV."
T601,Módulo VI – Planejamento II,"No tratamento de isocentro único de múltiplas metástases cerebrais, erro de configuração rotacional do paciente _____ com a distância isocentro-alvo _____.",aumenta; aumenta|aumenta; diminui|diminui; aumenta|diminui; diminui|permanece constante; mudanças,aumenta; aumenta,"Comentários: O erro de rotação aumenta com a distância do isocentro porque o comprimento do arco é definido como raios-X em graus.  À medida que o raio (distância) aumenta, o comprimento do arco aumenta."
T602,Módulo VI – Planejamento II,Os planos de radioterapia estereotáxica corporal geralmente exibem _____ em comparação com os planos de IMRT fracionados convencionalmente.,maior heterogeneidade de dose dentro do alvo|menos unidades de monitor|energia de fótons mais alta|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira,maior heterogeneidade de dose dentro do alvo,"Comentários: Os planos da SBRT geralmente apresentam uma distribuição de dose menos homogênea dentro da meta, já que a compensação de minimizar a irradiação de tecidos normais circundantes é aumentar a dose-alvo."
T603,Módulo VI – Planejamento II,"Dos procedimentos a seguir, _____ NÃO é realizado rotineiramente em um programa SRS baseado em cone.",planejamento do tratamento|um teste de Winston-Lutz|uma verificação diária de saída|uma verificação de bloqueio de segurança|uma medição do fator de saída do cone,planejamento do tratamento,Comentários: A medição do fator de saída do cone é uma tarefa complicada realizada no comissionamento do programa SRS.
T604,Módulo VI – Planejamento II,"O índice de conformidade é uma medida de tecido normal irradiado a _____ dose, e o índice de gradiente é uma medida de _____. alto; taxa de dose",alto; queda de dose|alto; dose baixa para tecido normal|intermediário; queda de dose|intermediário; dose baixa para tecido normal,alto; queda de dose,"Comentários: O índice de conformidade é a razão de volume receber dose prescrita ao volume de PTV, que mede o tecido normal irradiado para alta dose. O índice de gradiente é a razão de volume que recebe 50% (ou 60%) de dose prescrita para o volume de PTV, o que reflete a queda da dose."
T648,Módulo VIII – Braquiterapia,"Um paciente tem um implante temporário da coxa contendo 110 mCi de sementes de Ir192. A taxa de exposição a 30 cm do implante (ignorando atenuação tecidual) é de cerca de _____mR/h.  (Taxa de exposição const para Ir192 = 4,7 R.cm2.mCi-1.h-1) 570 430 280 190 56","Comentários: A taxa de exposição é: Atividade x Constante de taxa de exposição x l/d2. = 110 x 4,7 x 1/900 = 0,574 R/h = 574 mR/h.","Comentários: A taxa de exposição é: Atividade x Constante de taxa de exposição x l/d2. = 110 x 4,7 x 1/900 = 0,574 R/h = 574 mR/h.",
T678,Módulo VIII – Braquiterapia,"Para o tratamento HDR utilizando um tandem de titânio e aplicador ovoid, sugere-se que o planejamento seja feito usando tomografias de ressonância magnética para delinear melhor o tumor. Qual dos seguintes está correto?","O plano pode ser feito a partir de uma ressonância magnética, usando o mesmo aplicador.|O plano pode ser feito a partir de uma ressonância magnética, mas um aplicador não metálico deve ser usado.|O mesmo aplicador pode ser usado, mas uma tomografia adicional deve ser adquirida para calcular correções de heterogeneidade.|Um aplicador não metálico deve ser utilizado e, além da ressonância magnética, uma tomografia computadorizada também deve ser adquirida para calcular as correções de heterogeneidade.","O plano pode ser feito a partir de uma ressonância magnética, usando o mesmo aplicador.","Comentários: Os aplicadores de titânio são compatíveis com CT/RESSONÂNCIA Magnética e are disponível em frente vários fornecedores de equipamentos de braquiterapia e, como tal, permitem ambas as modalidades de tomografia.  As correções de inhomogeneidade geralmente não são feitas para o planejamento de T&O"
T699,Módulo VIII – Braquiterapia,"Sobre uma distância inicial de 5 cm de uma fonte puntiforme de Ir192 envolvida em água, a taxa de percetual de dose irá decrescer _________________ o inverso do quadrado da distância devido a _______________ .",De acordo com; atenuação a espalhamento um compensando o outro|Mais lento que; dominação da contribuição do espalhamento|Mais lento que; dominação da contribuição da atenuação|Mais rápido que; dominação da contribuição do espalhamento|Mais rápidos que; dominação da contribuição da atenuação,De acordo com; atenuação a espalhamento um compensando o outro,"Comentários: Quando uma fonte de ponto é implantada no tecido, tipicamente a lei quadrada inversa e atenuação contribuir para a diminuição da taxa  de dose. No entanto, para uma  fonte  l92Ir, a atenuação dos  fótons primários é  muito compensada pela contribuição de fótons  espalhados. A  taxa   de  dose percentual em  função da distância na água é praticamente indistinguível da curva de lei quadrada inversa até 5 cm."
T700,Módulo VIII – Braquiterapia,"Um paciente recebe um implante permanente de um radioisótopo que tem 10 dias de meia-vida, a taxa de dose inicial é 0.18 Gy/h, resultando em uma dose total aproximada de ____.",43 Gy|54 Gy|62 Gy|101 Gy|144 Gy,43 Gy,"Comentários: A dose total é a taxa de dose inicial  (DRC) multiplicada pela  vida  média, onde a média a vida é 1,44 x T1/2.  Portanto,  Dt = 0,18 Gy/h x 1,44 x 10 dias  x 24 horas/l dia = 62,21 Gy."
T701,Módulo VIII – Braquiterapia,O cabo que contém a fonte de HDR quebra e a fonte foi deixada dentro da paciente. O responsável por remover a fonte e colocá-la dentro do cofre de chumbo é __________.,Enfermeira|Físico Médico|Radio-Oncologista|Tecnólogo em Radiologia,Físico Médico,"Comentários: Remover uma fonte ou cateter de um paciente é claramente um procedimento médico que pode até implicar a remoção de suturas e outros dispositivos implantados cirurgicamente, portanto deve ser realizado por um médico. O físico médico, no entanto, deve estar presente para auxiliar e também para garantir que, uma vez removido, a fonte seja devidamente colocada em um recipiente blindado."
T702,Módulo VIII – Braquiterapia,"Conforme as regulamentações da AMERICANAS, uma fonte de HDR deve ser substituídas em intervalos que não excedam _________ .",3 meses|12 meses|1 meia vida da fonte|Depende da meia-vida da fonte|Não existem regulações que determinem a frequência de troca da fonte,3 meses,"Comentários: Não há regulamentação real. No entanto, os tempos de tratamento serão muito longos se a atividade da fonte for muito baixa. Normalmente, as fontes HDR são substituídas após aproximadamente 1 meia-vida."
T703,Módulo VIII – Braquiterapia,O principal objetivo do cilindro vaginal usado em braquiterapia é:,Eliminar a necessidade e esterilizar o aplicador|Melhorar a homogeneidade de dose sobre o volume tratado|Melhorar o carregamento diferencial de distribuições de dose para HDR|Gerar uma distribuição no formato de pera.|Tornar o aplicador compatível com a ressonância magnética,Eliminar a necessidade e esterilizar o aplicador,"Comentários: Uma vez que a dose segue a lei quadrada inversa no tecido, o volume adjacente à fonte experimenta heterogeneidade significativa com profundidade. Afastar o tecido com o cilindro diminui a queda sobre o mesmo volume tratado e cria uma distribuição de dose mais homogênea dentro do volume tratado. É um efeito semelhante ao aumento da distância fonte-a-pele no tratamento do feixe externo."
T704,Módulo VIII – Braquiterapia,Um tratamento HDR leva 6 minutos com um conte de Ir192. Usando a mesma fonte 100 dias depois esse tempo seria ______.,2.4 min|4.4 min|6.0 min|8.1 min|15.3 min,2.4 min,"Resolução: A meia-vida de 192Ir é de 74 dias. A(t) = A0 x e -ƛ t, A(t=100 d) = A0 x e - (Em 2/74 d)(100  d) A(t=100 d) = 0,39 x A0. Portanto, o tratamento levaria 6 minutos / 0,39 = 15,3 min no dia 100."
T705,Módulo VIII – Braquiterapia,Usando Co60 ao invés de Ir192 como fonte de HDR irá ____________ .,Necessitar de mais blindagem na sala de tratamento|Necessitar de uma maior frequência na troca de fontes|Diminuir a dose em órgãos distantes|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,Necessitar de mais blindagem na sala de tratamento,"Comentários: 60Co tem uma energia de fóton médio de 1,25 MeV, enquanto '2Ir tem energias máximas e médias de 1,06 MeV e 0,38 MeV, respectivamente. Portanto, o 60Co exigirá mais blindagem da sala e fornecerá maior dose para órgãos distantes.  No entanto, a meia-vida mais longa da 60Co (5,26 anos contra 73,4 dias) implica que as mudanças de origem terão que acontecer com menos frequência."
